Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444739.753996	-	3.29	3488
1788444739.753535	151	0.42	2809
1788444739.753553	152	0.42	2791
1788444739.753571	153	0.42	2806
1788444739.753594	24	78.03	3592
1788444739.753611	25	0.42	2794
1788444739.753629	26	0.41	2732
1788444739.753647	27	0.41	2714
1788444739.753664	28	0.41	2724
1788444739.753681	29	0.41	2740
1788444739.753697	30	0.39	2594
1788444739.753719	31	0.41	2722
1788444739.753731	32	0.43	2706
1788444739.753747	33	0.40	2734
1788444739.753764	34	0.42	2727
1788444739.753781	35	0.41	2716
1788444739.753798	48	0.42	2741
1788444739.753816	49	0.41	2705
1788444739.753833	50	0.40	2708
1788444739.753851	51	0.43	2738
1788444739.753868	52	0.41	2719
1788444739.753886	53	0.41	2736
1788444739.753904	54	0.41	2758
1788444739.753922	55	0.41	2724
1788444739.753941	56	0.41	2706
1788444739.753959	57	0.41	2750
1788444739.753977	58	0.41	2719
1788444739.753996	59	0.43	2762
