Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444750.010038	52	99.76	3597
1788444750.010063	53	99.76	3595
1788444750.010084	54	99.76	3596
1788444750.010104	55	99.76	3592
1788444750.010126	56	99.76	3597
1788444750.010150	57	99.76	3593
1788444750.010173	58	99.76	3598
1788444750.010193	59	99.76	3597
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444751.011695	-	99.76	3597
1788444751.011157	151	99.76	3596
1788444751.011179	152	99.76	3595
1788444751.011197	153	99.76	3598
1788444751.011225	24	99.76	3597
1788444751.011245	25	99.76	3600
1788444751.011265	26	99.76	3598
1788444751.011285	27	99.76	3600
1788444751.011305	28	99.76	3599
1788444751.011323	29	99.76	3597
1788444751.011340	30	99.76	3598
1788444751.011360	31	99.76	3598
1788444751.011381	32	99.76	3596
1788444751.011400	33	99.76	3597
1788444751.011422	34	99.76	3597
1788444751.011446	35	99.76	3600
1788444751.011466	48	99.76	3596
1788444751.011484	49	99.76	3596
1788444751.011504	50	99.76	3598
1788444751.011526	51	99.76	3596
1788444751.011547	52	99.76	3598
1788444751.011569	53	99.76	3595
1788444751.011591	54	99.76	3596
1788444751.011611	55	99.76	3594
1788444751.011633	56	99.76	3598
1788444751.011654	57	99.76	3592
1788444751.011677	58	99.76	3598
1788444751.011695	59	99.76	3598
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444752.012401	-	99.76	3597
1788444752.011862	151	99.76	3595
1788444752.011887	152	99.76	3594
1788444752.011908	153	99.76	3596
1788444752.011933	24	99.76	3599
1788444752.011950	25	99.76	3599
1788444752.011970	26	99.76	3597
1788444752.011990	27	99.76	3600
1788444752.012009	28	99.76	3599
1788444752.012030	29	99.76	3597
1788444752.012050	30	99.76	3598
1788444752.012067	31	99.76	3597
1788444752.012084	32	99.76	3597
1788444752.012104	33	99.76	3599
1788444752.012126	34	99.76	3594
1788444752.012147	35	99.76	3600
1788444752.012169	48	99.76	3594
1788444752.012189	49	99.76	3594
1788444752.012207	50	99.76	3596
1788444752.012229	51	99.76	3594
1788444752.012252	52	99.76	3597
1788444752.012275	53	99.76	3595
1788444752.012297	54	99.76	3595
1788444752.012319	55	99.76	3595
1788444752.012338	56	99.76	3596
1788444752.012361	57	99.76	3594
1788444752.012382	58	99.76	3598
1788444752.012401	59	99.76	3597
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444753.014029	-	99.74	3597
1788444753.013478	151	99.74	3596
1788444753.013503	152	99.74	3593
1788444753.013525	153	99.74	3596
1788444753.013550	24	99.74	3598
1788444753.013569	25	99.75	3600
1788444753.013589	26	99.74	3595
1788444753.013609	27	99.74	3600
1788444753.013630	28	99.74	3599
1788444753.013650	29	99.74	3597
1788444753.013668	30	99.74	3594
1788444753.013686	31	99.74	3597
1788444753.013706	32	99.74	3597
1788444753.013726	33	99.74	3597
1788444753.013748	34	99.74	3596
1788444753.013768	35	99.74	3600
1788444753.013792	48	99.74	3595
1788444753.013810	49	99.75	3595
1788444753.013831	50	99.74	3597
1788444753.013854	51	99.74	3596
1788444753.013876	52	99.75	3597
1788444753.013900	53	99.74	3595
1788444753.013923	54	99.75	3595
1788444753.013942	55	99.74	3595
1788444753.013964	56	99.75	3598
1788444753.013987	57	99.74	3596
1788444753.014010	58	99.74	3597
1788444753.014029	59	99.74	3597
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444754.014700	-	99.76	3596
1788444754.014184	151	99.76	3596
1788444754.014206	152	99.76	3592
1788444754.014227	153	99.76	3596
1788444754.014253	24	99.76	3597
1788444754.014271	25	99.76	3599
1788444754.014290	26	99.76	3593
1788444754.014309	27	99.76	3599
1788444754.014329	28	99.76	3597
1788444754.014348	29	99.76	3597
1788444754.014364	30	99.76	3595
1788444754.014382	31	99.76	3596
1788444754.014401	32	99.76	3592
1788444754.014422	33	99.76	3596
1788444754.014442	34	99.76	3596
1788444754.014461	35	99.76	3600
1788444754.014481	48	99.76	3594
1788444754.014501	49	99.76	3596
1788444754.014518	50	99.76	3597
1788444754.014539	51	99.76	3595
1788444754.014561	52	99.76	3597
1788444754.014582	53	99.76	3594
1788444754.014602	54	99.76	3595
1788444754.014623	55	99.76	3593
1788444754.014643	56	99.76	3597
1788444754.014661	57	99.76	3595
1788444754.014682	58	99.76	3596
1788444754.014700	59	99.76	3597
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444755.016205	-	99.76	3596
1788444755.015656	151	99.76	3595
1788444755.015681	152	99.76	3592
1788444755.015701	153	99.76	3596
1788444755.015727	24	99.76	3599
1788444755.015745	25	99.76	3600
1788444755.015765	26	99.76	3595
1788444755.015785	27	99.76	3600
1788444755.015804	28	99.76	3599
1788444755.015825	29	99.76	3597
1788444755.015845	30	99.76	3595
1788444755.015861	31	99.76	3597
1788444755.015882	32	99.76	3596
1788444755.015903	33	99.76	3598
1788444755.015924	34	99.76	3594
1788444755.015943	35	99.76	3600
1788444755.015968	48	99.76	3593
1788444755.015988	49	99.76	3592
1788444755.016010	50	99.76	3596
1788444755.016033	51	99.76	3594
1788444755.016056	52	99.76	3595
1788444755.016079	53	99.76	3593
1788444755.016101	54	99.76	3594
1788444755.016121	55	99.76	3593
1788444755.016141	56	99.76	3597
1788444755.016163	57	99.76	3593
1788444755.016186	58	99.76	3596
1788444755.016205	59	99.76	3596
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444756.016937	-	99.76	3596
1788444756.016368	151	99.76	3593
1788444756.016392	152	99.76	3590
1788444756.016411	153	99.76	3595
1788444756.016472	24	99.76	3598
1788444756.016492	25	99.76	3600
1788444756.016512	26	99.76	3597
1788444756.016530	27	99.76	3600
1788444756.016550	28	99.76	3599
1788444756.016569	29	99.76	3598
1788444756.016586	30	99.76	3595
1788444756.016605	31	99.76	3599
1788444756.016625	32	99.76	3595
1788444756.016645	33	99.76	3596
1788444756.016667	34	99.76	3593
1788444756.016686	35	99.76	3600
1788444756.016707	48	99.76	3592
1788444756.016725	49	99.76	3596
1788444756.016747	50	99.76	3596
1788444756.016769	51	99.76	3595
1788444756.016792	52	99.76	3595
1788444756.016814	53	99.76	3593
1788444756.016835	54	99.76	3593
1788444756.016854	55	99.76	3593
1788444756.016876	56	99.76	3596
1788444756.016898	57	99.76	3594
1788444756.016919	58	99.76	3597
1788444756.016937	59	99.76	3595
Time_Of_Day_Seconds	CPU	Busy%	Bzy_MHz
1788444756.448840	-	74.68	3595
1788444756.448202	151	74.76	3594
1788444756.448228	152	74.77	3589
1788444756.448252	153	74.75	3597
1788444756.448281	24	74.74	3597
1788444756.448303	25	74.72	3599
1788444756.448326	26	74.72	3595
1788444756.448349	27	74.70	3598
1788444756.448372	28	74.73	3599
1788444756.448394	29	74.72	3598
1788444756.448417	30	74.68	3594
1788444756.448467	31	74.68	3597
1788444756.448491	32	74.69	3596
1788444756.448514	33	74.67	3594
1788444756.448535	34	74.68	3593
1788444756.448558	35	74.67	3600
1788444756.448582	48	74.65	3592
1788444756.448606	49	74.66	3593
1788444756.448629	50	74.65	3597
1788444756.448653	51	74.64	3597
1788444756.448675	52	74.64	3596
1788444756.448700	53	74.65	3592
1788444756.448723	54	74.65	3594
1788444756.448746	55	74.62	3590
1788444756.448770	56	74.61	3595
1788444756.448793	57	74.62	3589
1788444756.448818	58	74.62	3595
1788444756.448840	59	74.62	3595
